state,age,gender,married,education,urban_rural,race,citizen,personal_income
MD,61,male,married,no_degree,urban,white,1,63000
MD,49,female,unmarried,no_degree,urban,white,1,29100
MD,28,male,married,no_degree,urban,black,1,45000
MD,50,male,married,college_degree,urban,black,1,48000
MD,50,female,married,no_degree,rural,black,1,9000
MD,40,male,married,no_degree,urban,white,1,50000
MD,40,female,unmarried,no_degree,urban,black,1,40000
MD,47,male,married,no_degree,urban,white,1,75000
MD,35,male,married,no_degree,urban,white,0,15000
MD,34,female,unmarried,no_degree,urban,black,1,5000
MD,42,male,married,college_degree,urban,white,1,130000
MD,29,female,unmarried,college_degree,urban,white,1,120000
MD,57,female,married,college_degree,urban,white,1,180000
MD,50,male,married,college_degree,urban,white,1,141000
MD,38,male,married,no_degree,urban,NA,0,25000
MD,43,female,unmarried,no_degree,urban,black,1,44000
MD,53,female,unmarried,no_degree,urban,black,1,37000
MD,60,male,married,no_degree,urban,white,1,14100
MD,26,male,unmarried,no_degree,urban,black,1,10000
MD,62,female,married,no_degree,rural,white,1,6000
MD,43,male,unmarried,no_degree,urban,white,1,35000
MD,53,male,unmarried,no_degree,urban,black,1,38400
MD,45,female,married,college_degree,urban,black,0,35000
MD,53,male,unmarried,no_degree,urban,white,1,70000
MD,35,male,unmarried,no_degree,urban,asian,1,110000
MD,43,male,married,college_degree,urban,black,1,103000
MD,52,male,married,no_degree,urban,white,1,75100
MD,38,male,unmarried,no_degree,urban,black,1,2800.0000000000005
MD,25,male,unmarried,no_degree,urban,black,1,38900
MD,27,female,unmarried,college_degree,urban,white,1,40000
MD,24,male,unmarried,college_degree,urban,white,1,38000
MD,50,male,unmarried,college_degree,urban,white,1,200200
MD,67,female,married,college_degree,urban,white,1,110000
MD,30,male,married,no_degree,urban,white,1,47400
MD,55,male,unmarried,no_degree,urban,asian,1,36800
MD,56,female,married,no_degree,rural,black,1,40000
MD,30,female,unmarried,no_degree,urban,white,1,10000
MD,39,female,married,no_degree,urban,white,1,2700
MD,71,male,married,college_degree,urban,white,1,121000
MD,53,male,unmarried,no_degree,urban,white,1,71800
MD,34,male,married,college_degree,urban,white,1,79000
MD,36,male,unmarried,college_degree,urban,white,1,80000
MD,33,female,married,college_degree,urban,white,1,56000
MD,56,female,married,college_degree,urban,white,1,70000
MD,25,female,married,college_degree,urban,white,1,48000
MD,43,female,married,college_degree,urban,white,1,2700
MD,51,female,unmarried,college_degree,urban,white,1,149200
MD,50,male,married,no_degree,urban,black,1,94000
MD,46,male,married,college_degree,urban,white,1,60000
MD,55,male,married,no_degree,urban,black,1,47000
MD,29,male,unmarried,college_degree,urban,black,1,50000
MD,46,male,married,no_degree,urban,black,1,60000
MD,32,male,married,college_degree,urban,white,1,65000
MD,71,male,married,college_degree,urban,white,1,226000
MD,53,male,married,no_degree,urban,white,1,25000
MD,35,female,unmarried,no_degree,urban,white,1,22000
MD,52,male,unmarried,no_degree,urban,black,1,35000
MD,51,female,unmarried,no_degree,urban,white,1,30000
MD,58,female,unmarried,no_degree,urban,black,1,90000
MD,65,male,married,no_degree,urban,black,0,45000
MD,58,male,married,no_degree,urban,white,1,115000
MD,59,male,married,no_degree,urban,white,1,80000
MD,30,male,unmarried,no_degree,urban,NA,1,13000
MD,59,male,married,college_degree,urban,white,1,130000
MD,57,female,unmarried,no_degree,urban,black,1,18000
MD,54,male,married,college_degree,urban,white,1,485000
MD,56,male,married,no_degree,rural,white,1,28300
MD,27,male,married,no_degree,rural,white,1,40000
MD,27,female,unmarried,college_degree,urban,white,1,40000
MD,71,male,married,no_degree,urban,white,1,71600
MD,55,male,married,college_degree,urban,white,1,134000
MD,62,female,married,no_degree,urban,white,1,55000
MD,34,female,married,no_degree,urban,black,1,42000
MD,42,male,unmarried,no_degree,urban,white,1,12400
MD,25,male,unmarried,college_degree,urban,white,1,30000
MD,31,female,married,college_degree,urban,white,1,75000
MD,32,female,married,college_degree,urban,white,1,45000
MD,28,female,unmarried,no_degree,urban,black,1,63000
MD,25,male,unmarried,no_degree,rural,white,1,20000
MD,53,female,married,no_degree,urban,white,1,39000
MD,49,male,married,no_degree,urban,asian,1,30000
MD,52,female,married,no_degree,urban,asian,1,21150.000000000004
MD,32,male,unmarried,college_degree,urban,asian,1,83300
MD,62,male,unmarried,no_degree,urban,black,1,50000
MD,30,female,married,college_degree,urban,white,1,100000
MD,35,male,married,college_degree,rural,white,1,105200
MD,78,female,unmarried,no_degree,urban,white,1,121600
MD,61,male,married,college_degree,rural,white,1,149100
MD,35,female,married,no_degree,urban,black,1,72000
MD,43,female,married,no_degree,urban,white,1,60000
MD,64,male,married,no_degree,urban,black,1,66000
MD,55,male,married,college_degree,urban,white,1,521000
MD,51,female,unmarried,no_degree,urban,black,1,119000
MD,52,female,married,no_degree,urban,asian,1,50030
MD,47,female,unmarried,college_degree,urban,black,1,112000
MD,51,female,unmarried,college_degree,urban,black,1,77000
MD,32,male,married,college_degree,urban,asian,0,48800
MD,63,male,married,no_degree,urban,black,1,48000
MD,39,female,married,college_degree,urban,white,1,225000
MD,44,male,unmarried,no_degree,rural,white,1,3000
MD,50,male,married,college_degree,urban,white,1,129000
MD,69,male,unmarried,no_degree,urban,black,1,18000
MD,53,female,married,college_degree,urban,asian,1,40000
MD,39,female,married,college_degree,urban,white,1,130000
MD,28,male,unmarried,no_degree,urban,black,1,48000
MD,59,female,married,no_degree,urban,white,1,52000
MD,66,male,married,no_degree,urban,white,1,12000
MD,36,male,married,college_degree,urban,asian,1,250000
MD,27,male,married,no_degree,urban,white,1,70000
MD,39,male,married,college_degree,urban,asian,0,73100
MD,55,female,unmarried,college_degree,urban,white,1,132100
MD,38,male,married,college_degree,urban,white,1,552000
MD,30,male,unmarried,college_degree,urban,white,1,75000
MD,59,male,married,no_degree,urban,white,1,55000
MD,47,female,married,no_degree,urban,black,1,50000
MD,27,male,unmarried,college_degree,urban,white,1,45000
MD,26,female,married,college_degree,urban,white,1,48000
MD,32,male,married,college_degree,urban,white,1,140000
MD,44,male,married,no_degree,urban,black,1,65000
MD,34,female,married,college_degree,urban,white,1,45000
MD,41,female,married,no_degree,urban,white,1,70000
MD,59,male,married,no_degree,urban,white,1,60000
MD,59,female,married,no_degree,urban,asian,1,60000
MD,51,male,married,no_degree,urban,black,1,45000
MD,36,female,married,college_degree,urban,white,1,68000
MD,43,female,unmarried,no_degree,urban,black,1,57000
MD,62,male,married,college_degree,urban,white,1,200500
MA,35,female,married,college_degree,rural,NA,0,65000
MA,53,female,married,college_degree,rural,white,1,61000
MA,70,female,married,no_degree,rural,black,1,212000
MA,64,female,unmarried,no_degree,urban,white,1,12400
MA,32,female,married,college_degree,rural,white,1,112000
MA,54,male,married,college_degree,rural,asian,0,87000
MA,34,male,married,no_degree,rural,NA,1,31000
MA,51,female,unmarried,college_degree,rural,white,1,100000
MA,29,male,unmarried,no_degree,rural,white,1,30000
MA,41,female,unmarried,no_degree,rural,white,1,30200
MA,60,female,married,college_degree,rural,white,1,35000
MA,48,male,married,college_degree,rural,white,1,150000
MA,60,female,married,no_degree,rural,white,1,55700
MA,48,female,married,no_degree,rural,white,1,90000
MA,60,female,unmarried,no_degree,rural,black,1,52009.99999999999
MA,48,male,unmarried,no_degree,rural,white,1,36000
MA,34,female,married,college_degree,rural,white,1,24000
MA,26,male,unmarried,college_degree,urban,white,1,56000
MA,55,female,married,no_degree,rural,white,1,40000
MA,58,female,married,no_degree,rural,white,1,65000
MA,51,female,unmarried,no_degree,rural,white,1,45000
MA,52,female,unmarried,college_degree,rural,white,1,148000
MA,32,male,unmarried,no_degree,rural,white,1,80000
MA,52,male,married,no_degree,rural,white,1,98000
MA,50,male,married,college_degree,rural,white,1,170000
MA,57,female,unmarried,college_degree,rural,white,1,80000
MA,64,male,married,college_degree,rural,white,1,75000
MA,74,female,married,no_degree,urban,white,1,16900
MA,49,female,married,college_degree,rural,white,1,70000
MA,29,female,unmarried,college_degree,urban,white,1,85000
MA,45,female,unmarried,no_degree,rural,white,1,35900
MA,57,female,married,college_degree,rural,white,1,47500
MA,68,male,married,college_degree,rural,white,1,27200.000000000004
MA,26,male,married,no_degree,rural,white,1,50000
MA,36,male,married,no_degree,rural,white,1,50000
MA,59,male,unmarried,no_degree,rural,white,1,45000
MA,58,female,married,no_degree,rural,white,1,82150
MA,47,male,married,college_degree,rural,white,1,100000
MA,24,female,unmarried,college_degree,rural,white,1,45000
MA,34,male,married,no_degree,urban,NA,1,31200
MA,40,female,married,no_degree,rural,white,1,30000
MA,26,male,unmarried,college_degree,rural,white,1,60000
MA,43,female,unmarried,college_degree,rural,white,1,69000
MA,45,male,married,no_degree,rural,black,1,70000
MA,31,female,unmarried,no_degree,rural,white,1,32000
MA,32,female,unmarried,college_degree,urban,white,1,60000
MA,25,female,unmarried,college_degree,rural,white,1,12400
MA,34,female,married,college_degree,urban,white,1,65000
MA,36,male,married,college_degree,rural,black,1,25000
MA,38,male,unmarried,no_degree,rural,white,1,9700
MA,81,female,unmarried,no_degree,rural,black,1,21840
MA,65,male,married,no_degree,rural,white,1,171000
MA,49,female,married,college_degree,rural,white,1,35000
MA,32,female,married,no_degree,rural,white,1,50000
MA,31,female,married,no_degree,rural,NA,1,45000
MA,34,male,married,college_degree,rural,white,1,241149.99999999997
MA,40,female,unmarried,college_degree,rural,white,1,60000
MA,51,male,married,college_degree,rural,white,1,130000
MA,40,male,unmarried,college_degree,rural,white,1,48000
MA,24,male,unmarried,no_degree,rural,white,1,19000
MA,33,male,married,college_degree,rural,white,1,76000
MA,58,male,married,college_degree,urban,white,1,611000
MA,33,female,unmarried,college_degree,urban,NA,1,70000
MA,32,female,married,no_degree,rural,black,0,30000
MA,59,male,married,college_degree,rural,white,1,103030.00000000001
MA,49,male,married,no_degree,rural,white,1,140000
MA,68,male,married,college_degree,rural,white,1,10000
MA,48,male,unmarried,no_degree,rural,white,1,100000
MA,51,female,married,college_degree,rural,white,1,117000
MA,34,male,unmarried,no_degree,rural,white,1,92000
MA,37,male,unmarried,no_degree,rural,NA,0,27700
MA,47,male,unmarried,college_degree,rural,white,1,60000
MA,44,male,married,college_degree,rural,asian,1,337000
MA,51,male,unmarried,college_degree,rural,white,1,78000
MA,31,male,married,college_degree,rural,NA,0,80000
MA,36,female,married,college_degree,rural,white,1,33000
MA,28,female,unmarried,college_degree,rural,white,1,26800
MA,79,female,unmarried,no_degree,rural,white,1,17030
MA,27,male,unmarried,no_degree,rural,NA,1,19200
MA,56,female,unmarried,college_degree,rural,white,1,175030
MA,29,male,unmarried,college_degree,rural,white,1,32000
MA,29,male,unmarried,college_degree,urban,white,1,135000
MA,28,male,unmarried,college_degree,rural,asian,1,36000
MA,28,male,married,college_degree,rural,asian,1,120000
MA,33,male,married,no_degree,rural,white,1,48000
MA,76,male,unmarried,no_degree,rural,white,1,42900
MA,28,female,unmarried,college_degree,urban,asian,1,26700
MA,65,male,unmarried,college_degree,rural,white,1,18900
MA,48,female,unmarried,no_degree,rural,white,1,98000
MA,59,male,married,no_degree,rural,white,1,226000
MA,50,male,married,college_degree,rural,white,1,275000
MA,52,male,unmarried,college_degree,rural,white,1,300000
MA,33,male,married,college_degree,rural,asian,0,137500
MA,47,female,married,no_degree,rural,white,1,38000
MA,51,male,unmarried,no_degree,rural,NA,1,6000
MA,31,female,unmarried,college_degree,rural,white,1,69000
MA,59,male,married,college_degree,rural,white,1,50000
MA,40,female,married,no_degree,rural,white,1,36000
MA,55,female,unmarried,college_degree,rural,white,1,16800
MA,58,male,married,no_degree,urban,white,1,70000
MA,30,female,married,college_degree,urban,white,1,62000
MA,50,male,married,college_degree,rural,white,1,5000
MA,66,female,married,college_degree,rural,white,1,74400
MA,45,female,unmarried,no_degree,urban,NA,1,45000
MA,32,male,married,college_degree,rural,asian,0,98200
MA,52,female,married,no_degree,urban,asian,1,40000
MA,53,female,unmarried,no_degree,rural,white,1,27000
MA,32,female,unmarried,college_degree,urban,white,1,60000
MA,37,female,unmarried,college_degree,rural,white,1,38300
MA,69,male,married,college_degree,rural,black,1,67700
MA,30,male,unmarried,college_degree,rural,white,1,52000
MA,39,male,married,no_degree,rural,white,1,60000
MA,61,female,married,college_degree,rural,white,1,93000
MA,65,male,married,no_degree,rural,white,1,65260
MA,34,female,married,no_degree,rural,asian,1,16900
MA,54,female,married,no_degree,rural,white,1,16500
MA,42,female,married,no_degree,urban,asian,1,45500
MA,53,male,unmarried,no_degree,rural,white,1,80000
MA,49,female,unmarried,no_degree,rural,white,1,12600
MA,51,male,married,college_degree,urban,white,1,125000
MA,35,male,married,no_degree,rural,white,1,75000
MA,35,male,unmarried,no_degree,rural,white,1,15800
MA,30,male,married,college_degree,rural,white,1,44000
MA,42,female,unmarried,college_degree,rural,asian,1,110000
MA,34,male,married,no_degree,rural,asian,0,12000
MA,36,female,unmarried,no_degree,rural,white,1,17000
MA,69,male,married,college_degree,rural,white,1,189000
MA,37,male,unmarried,college_degree,rural,white,1,125000
MA,56,male,married,college_degree,rural,white,1,150000
MA,70,male,married,no_degree,rural,white,1,54400.00000000001
MA,68,female,married,no_degree,urban,white,0,35000
MA,70,male,married,college_degree,rural,white,1,82500
MA,43,female,married,college_degree,rural,white,1,54000
MA,66,female,married,no_degree,rural,white,1,84900
MA,58,female,married,college_degree,rural,white,1,100000
MA,32,male,married,college_degree,urban,white,1,30000
MA,54,female,married,no_degree,rural,white,1,90000
MA,24,female,unmarried,college_degree,urban,white,1,58600
MA,53,male,unmarried,college_degree,urban,black,1,118000
MA,40,female,married,college_degree,rural,asian,1,110000
MA,42,female,married,no_degree,rural,white,1,64000
MA,65,male,unmarried,no_degree,rural,white,1,80000
MA,59,female,married,college_degree,rural,white,1,82000
MA,61,male,married,college_degree,rural,white,1,106000
MA,41,male,unmarried,college_degree,urban,white,1,105000
MA,38,female,married,college_degree,rural,white,1,75000
MA,44,male,married,college_degree,rural,white,1,270000
MA,65,male,married,no_degree,rural,white,1,69900
MA,62,male,married,no_degree,rural,white,1,85600
MA,40,male,married,college_degree,rural,white,1,112000
MA,45,female,married,college_degree,rural,white,1,82000
MA,51,female,unmarried,no_degree,rural,white,1,27500
MA,57,male,married,no_degree,rural,white,1,160000
MA,55,female,married,college_degree,rural,white,1,50000
MA,63,male,married,no_degree,urban,white,1,15800
MA,37,female,unmarried,no_degree,rural,white,1,30000
MA,48,male,married,no_degree,rural,asian,1,30000
MA,59,female,married,college_degree,rural,white,1,90000
MA,31,male,unmarried,college_degree,rural,white,1,47000
MA,48,male,married,college_degree,rural,white,1,48000
MA,29,male,unmarried,no_degree,urban,black,1,88000
MA,52,male,married,no_degree,rural,white,1,39000
MA,36,female,unmarried,no_degree,urban,black,0,31500
MA,52,female,married,college_degree,rural,white,1,88000
MA,40,male,unmarried,no_degree,rural,white,1,28000
MA,35,male,married,no_degree,rural,white,1,45900
MI,50,male,unmarried,no_degree,rural,white,1,30000
MI,54,female,married,no_degree,rural,white,1,15700
MI,47,female,unmarried,no_degree,urban,white,1,36000
MI,49,female,married,no_degree,urban,white,1,31000
MI,25,male,married,no_degree,urban,NA,1,40000
MI,36,male,unmarried,college_degree,rural,white,1,73300
MI,27,female,unmarried,college_degree,urban,white,1,13000
MI,26,female,unmarried,no_degree,urban,white,1,28000
MI,57,female,unmarried,no_degree,urban,white,1,55000
MI,55,male,married,college_degree,urban,white,1,165100.00000000003
MI,56,female,married,no_degree,urban,white,1,10704
MI,52,female,married,no_degree,rural,white,1,133700
MI,61,male,unmarried,college_degree,urban,white,1,100000
MI,51,female,married,college_degree,urban,white,1,50000
MI,55,female,unmarried,college_degree,urban,white,1,40000
MI,50,female,married,no_degree,rural,white,1,28000
MI,67,male,unmarried,no_degree,urban,white,1,52600
MI,43,female,married,college_degree,urban,white,1,424000
MI,56,male,married,no_degree,urban,black,1,59000
MI,48,female,married,college_degree,urban,white,1,55000
MI,53,male,married,no_degree,urban,white,1,120000
MI,48,male,married,no_degree,urban,white,1,56000
MI,33,female,married,college_degree,urban,white,1,45000
MI,30,male,married,college_degree,urban,white,1,50000
MI,37,male,married,college_degree,urban,white,1,108000
MI,38,male,married,college_degree,rural,white,1,222000
MI,59,female,unmarried,no_degree,rural,white,1,10600
MI,24,male,married,no_degree,urban,white,1,31900
MI,40,male,married,no_degree,urban,white,1,65000
MI,33,female,unmarried,no_degree,urban,white,1,423000
MI,39,male,married,no_degree,urban,white,1,100000
MI,64,male,married,no_degree,urban,white,1,136200
MI,62,female,unmarried,no_degree,urban,white,1,17000
MI,56,male,married,no_degree,urban,white,1,27000
MI,24,female,unmarried,no_degree,rural,white,1,16000
MI,52,male,unmarried,no_degree,rural,white,1,30000
MI,62,male,unmarried,no_degree,rural,black,1,12000
MI,64,female,unmarried,no_degree,urban,white,1,47000
MI,54,female,unmarried,college_degree,rural,white,1,73000
MI,51,male,unmarried,no_degree,rural,white,1,44000
MI,30,male,married,no_degree,urban,white,1,67000
MI,66,female,unmarried,college_degree,urban,black,1,152600
MI,52,female,unmarried,no_degree,urban,white,1,44000
MI,40,female,married,no_degree,rural,white,1,54050
MI,62,male,unmarried,college_degree,urban,white,1,125000
MI,38,female,married,college_degree,urban,black,1,18100
MI,37,male,married,college_degree,urban,asian,1,432000
MI,33,male,married,no_degree,urban,white,1,85000
MI,48,female,married,no_degree,rural,white,1,16000
MI,52,male,unmarried,college_degree,rural,white,1,50000
MI,26,male,unmarried,no_degree,rural,white,1,30000
MI,56,male,married,college_degree,rural,white,1,81000
MI,29,female,unmarried,college_degree,urban,white,1,40000
MI,59,female,unmarried,no_degree,rural,white,1,50000
MI,33,female,unmarried,no_degree,urban,white,1,28500
MI,47,female,married,no_degree,urban,white,1,44500
MI,61,female,married,no_degree,urban,white,1,60000
MI,40,female,unmarried,no_degree,rural,white,1,33000
MI,53,male,married,no_degree,rural,white,1,54000
MI,44,male,unmarried,no_degree,urban,black,1,70000
MI,45,male,unmarried,college_degree,urban,NA,1,12000
MI,33,female,unmarried,no_degree,rural,white,1,39000
MI,58,female,unmarried,college_degree,urban,white,1,61000
MI,47,female,married,college_degree,rural,white,1,60000
MI,55,male,unmarried,no_degree,urban,white,1,5300
MI,62,male,married,no_degree,urban,white,1,100000
MI,56,female,unmarried,no_degree,rural,white,1,10000
MI,47,male,unmarried,no_degree,urban,white,1,33600
MI,41,male,unmarried,no_degree,urban,white,1,20000
MI,32,female,married,college_degree,urban,white,1,90000
MI,46,male,unmarried,no_degree,urban,white,1,9000
MI,32,female,married,college_degree,urban,white,1,49900
MI,32,female,unmarried,college_degree,urban,white,1,50000
MI,32,male,unmarried,college_degree,rural,white,1,50199.99999999999
MI,51,female,married,no_degree,urban,white,1,57000
MI,29,female,unmarried,no_degree,urban,white,1,1000
MI,43,female,married,no_degree,rural,white,1,15000
MI,65,male,married,college_degree,urban,white,1,80000
MI,30,male,married,no_degree,rural,white,1,29300
MI,54,male,married,college_degree,urban,white,1,130000
MI,30,male,married,no_degree,urban,white,1,30000
MI,32,male,unmarried,no_degree,rural,white,1,40000
MI,69,male,married,college_degree,urban,white,1,56000
MI,29,male,married,college_degree,urban,white,1,144000
MI,53,male,married,no_degree,urban,black,1,50000
MI,74,male,married,college_degree,urban,white,1,74500
MI,56,male,married,no_degree,rural,white,1,18000
MI,29,female,married,no_degree,rural,white,1,2000
MI,52,female,unmarried,college_degree,rural,white,1,74100
MI,37,male,married,college_degree,rural,white,1,61000
MI,49,female,unmarried,no_degree,urban,black,1,24000
MI,46,male,unmarried,no_degree,rural,white,1,30000
MI,72,female,married,no_degree,urban,black,1,20000
MI,64,female,married,no_degree,rural,white,1,22040
MI,65,male,unmarried,no_degree,rural,white,1,24000
MI,49,male,married,no_degree,urban,white,1,40000
MI,56,female,unmarried,no_degree,rural,white,1,6000
MI,60,female,unmarried,no_degree,rural,white,1,20000
MI,58,male,married,no_degree,rural,black,1,30000
MI,56,male,unmarried,no_degree,rural,white,1,52060.00000000001
MI,31,male,married,no_degree,urban,white,1,40000
MI,52,male,married,college_degree,urban,white,1,100000
MI,33,male,married,no_degree,rural,white,1,25500
MI,64,male,married,no_degree,urban,white,1,60000
MI,31,male,married,college_degree,urban,white,1,110000
MI,25,female,married,no_degree,rural,white,1,40000
MI,58,male,married,no_degree,rural,white,1,28600
MI,62,female,married,college_degree,urban,white,1,23000
MI,46,female,married,college_degree,urban,white,1,133800
MI,33,male,married,college_degree,rural,white,1,75000
MI,56,male,unmarried,no_degree,urban,NA,1,31420
MI,52,female,unmarried,no_degree,urban,white,0,32000
MI,28,male,married,college_degree,urban,white,1,49300
MI,41,male,married,no_degree,rural,white,1,60000
MI,28,male,unmarried,college_degree,rural,white,1,19000
MI,42,male,unmarried,no_degree,rural,white,1,35000
MI,56,male,married,no_degree,rural,white,1,31700
MI,58,female,married,college_degree,urban,white,1,100000
MI,71,male,married,college_degree,urban,white,1,17800
MI,41,female,married,college_degree,urban,white,1,56000
MI,31,female,married,college_degree,urban,white,1,59000
MI,34,female,married,college_degree,urban,white,1,3100
MI,62,male,married,no_degree,urban,white,1,45650.00000000001
MI,27,male,unmarried,no_degree,urban,white,1,39000
MI,67,female,married,college_degree,rural,white,1,62000
MI,55,male,married,college_degree,rural,white,1,12000
MI,56,female,unmarried,college_degree,rural,white,1,61000
MI,33,male,married,college_degree,urban,NA,1,73000
MI,48,male,married,college_degree,urban,black,1,85000
MI,60,female,married,no_degree,urban,white,1,85000
MI,44,male,married,no_degree,rural,white,1,132000
MI,66,male,unmarried,no_degree,urban,white,1,44000
MI,47,male,married,no_degree,urban,black,1,46100
MI,57,male,married,college_degree,urban,asian,1,56000
MI,45,female,unmarried,college_degree,rural,white,1,60000
MI,25,female,unmarried,no_degree,urban,NA,1,37000
MI,58,male,unmarried,no_degree,urban,white,1,70000
MI,54,male,married,no_degree,urban,white,1,30000
MI,39,male,married,no_degree,urban,white,1,80000
MI,45,male,married,no_degree,rural,white,1,112000
MI,47,male,unmarried,college_degree,rural,white,1,72000
MI,44,male,married,college_degree,rural,white,1,120500
MI,53,male,married,college_degree,urban,white,1,444000
MI,54,female,married,no_degree,urban,white,1,14200
MI,55,male,unmarried,no_degree,urban,white,1,6000
MI,33,female,unmarried,no_degree,rural,white,1,18000
MI,31,female,married,college_degree,urban,asian,1,6700
MI,54,female,unmarried,no_degree,rural,white,1,23000
MI,27,female,unmarried,no_degree,urban,black,1,11399.999999999998
MI,25,female,unmarried,college_degree,urban,white,1,58000
MI,49,female,married,college_degree,urban,white,1,25000
MI,53,male,unmarried,college_degree,urban,white,1,25000
MI,63,female,married,college_degree,urban,white,1,36000
MI,58,male,married,college_degree,urban,white,1,458000
MI,24,male,unmarried,no_degree,urban,black,1,21000
MI,34,female,unmarried,no_degree,urban,white,1,6300
MI,57,female,unmarried,no_degree,rural,white,1,26000
MI,31,female,unmarried,no_degree,urban,black,1,40000
MI,42,male,married,college_degree,urban,white,1,79000
MI,35,female,married,college_degree,urban,white,1,25000
MI,39,male,married,college_degree,urban,asian,0,108539.99999999999
MI,54,female,married,college_degree,rural,white,1,20000
MI,58,female,unmarried,no_degree,urban,white,1,92000
MI,63,female,married,no_degree,urban,black,1,22700
MI,71,male,unmarried,no_degree,rural,white,1,83400
MI,38,female,unmarried,no_degree,urban,white,1,23000
MI,41,male,married,college_degree,urban,black,1,96000
MI,24,female,unmarried,college_degree,urban,white,1,56000
MI,62,male,married,no_degree,urban,white,1,65000
MI,27,male,married,no_degree,rural,white,1,25000
MI,60,male,married,no_degree,urban,white,1,45000
MI,34,female,married,college_degree,urban,white,1,60000
MI,59,female,unmarried,no_degree,urban,black,1,65000
MI,34,female,married,college_degree,rural,white,1,55000
MI,57,male,unmarried,no_degree,rural,white,1,48000
MI,59,male,married,no_degree,urban,asian,0,25000
MI,54,female,married,college_degree,urban,white,1,42000
MI,76,female,unmarried,no_degree,urban,white,1,30500
MI,52,female,unmarried,no_degree,rural,white,1,800
MI,47,female,married,college_degree,urban,asian,1,40000
MI,25,male,married,no_degree,rural,white,1,25000
MI,39,male,married,no_degree,urban,white,1,90000
MI,47,male,married,no_degree,urban,white,1,52000
MI,33,male,unmarried,no_degree,rural,white,1,31000
MI,48,female,married,college_degree,urban,white,1,85000
MI,33,female,unmarried,no_degree,urban,white,0,21000
MI,44,female,married,college_degree,rural,white,1,55000
MI,54,female,married,no_degree,urban,white,1,60000
MI,67,male,married,no_degree,rural,white,1,38850
MI,53,female,married,college_degree,urban,white,1,90000
MI,67,female,married,no_degree,urban,white,1,2700
MI,55,male,married,college_degree,urban,white,1,140000
MI,29,male,unmarried,no_degree,urban,white,1,31000
MI,56,male,married,no_degree,rural,white,1,70000
MI,50,male,married,college_degree,urban,white,1,88000
MI,44,male,unmarried,no_degree,urban,white,1,34000
MI,35,male,unmarried,no_degree,urban,white,1,23000
MI,47,male,married,no_degree,rural,white,1,93699.99999999999
MI,56,male,unmarried,no_degree,rural,white,1,86000
MI,26,female,unmarried,college_degree,rural,white,1,42000
MI,67,male,married,college_degree,urban,white,1,174400
MI,25,male,married,college_degree,urban,white,1,32000
MI,36,female,unmarried,no_degree,urban,white,1,32000
MI,39,male,married,college_degree,urban,white,1,71120
MI,58,male,married,no_degree,urban,white,1,40000
MI,26,male,married,college_degree,urban,white,0,20000
MI,38,male,married,no_degree,rural,white,1,45030
MI,74,female,married,college_degree,rural,white,0,32000
MI,36,male,unmarried,no_degree,rural,white,1,35000
MI,59,male,unmarried,no_degree,urban,white,1,10000
MI,64,male,married,college_degree,urban,white,1,144000
MI,35,male,married,college_degree,urban,white,1,80000
MI,49,female,married,college_degree,rural,white,1,50000
MI,29,male,married,college_degree,urban,white,1,100000
MI,74,male,married,no_degree,urban,white,1,8000
MI,37,female,unmarried,no_degree,rural,white,1,43000
MI,60,female,married,no_degree,urban,black,1,21000
MI,46,female,married,college_degree,urban,white,1,75000
MI,46,male,married,no_degree,rural,white,1,62200
MI,57,male,unmarried,no_degree,urban,white,1,14100
MI,52,female,married,college_degree,urban,white,1,25099.999999999996
MI,56,female,married,college_degree,urban,white,1,70000
MI,34,female,unmarried,college_degree,rural,white,1,85000
MI,59,male,unmarried,no_degree,urban,white,1,50000
MI,40,female,married,college_degree,urban,white,1,77540
MI,59,female,unmarried,no_degree,urban,white,1,37300
MI,28,female,unmarried,college_degree,urban,white,1,11700
MI,37,female,married,college_degree,rural,white,1,92000
MI,62,female,unmarried,no_degree,urban,white,1,22100
MI,48,female,unmarried,no_degree,rural,white,1,34000
MI,36,male,unmarried,no_degree,rural,white,1,26000
MI,44,female,married,college_degree,urban,white,1,110000
MI,39,male,married,no_degree,urban,white,1,25000
MI,25,female,married,no_degree,rural,white,1,29000
MI,40,female,married,no_degree,urban,white,1,50000
MI,50,female,married,no_degree,rural,white,1,20000
MI,52,male,unmarried,no_degree,rural,white,1,20000
MI,37,female,unmarried,college_degree,urban,white,1,45000
MI,61,female,married,college_degree,rural,white,1,50000
MI,36,male,married,no_degree,rural,white,1,86000
MI,53,male,married,college_degree,urban,asian,1,662000
MI,55,female,unmarried,college_degree,urban,white,1,185000
MI,32,female,unmarried,no_degree,urban,white,1,12000
MI,37,male,married,no_degree,urban,white,1,70000
MN,49,female,unmarried,no_degree,rural,asian,1,53000
MN,63,female,married,no_degree,rural,white,1,50000
MN,41,male,unmarried,college_degree,urban,asian,1,65000
MN,34,male,married,no_degree,urban,white,1,57000
MN,49,female,unmarried,no_degree,rural,white,1,38000
MN,48,male,married,college_degree,urban,white,1,35000
MN,25,male,married,no_degree,rural,white,1,50000
MN,41,female,married,no_degree,urban,NA,0,12000
MN,49,male,married,no_degree,rural,white,1,137000
MN,40,female,unmarried,no_degree,rural,white,1,36000
MN,37,female,unmarried,no_degree,rural,white,1,44800.00000000001
MN,67,female,married,college_degree,rural,white,1,91000
