state,age,gender,married,education,urban_rural,race,citizen,personal_income
CO,29,female,married,college_degree,rural,white,1,51000
CO,46,male,married,college_degree,rural,black,1,89000
CO,33,female,married,college_degree,rural,white,1,93000
CO,62,female,married,college_degree,rural,white,1,12000
CO,64,male,married,college_degree,rural,white,1,30000
CO,52,female,married,no_degree,rural,white,1,35000
CO,39,female,married,college_degree,rural,white,1,35000
CO,29,male,married,no_degree,rural,white,1,57000
CO,37,female,married,no_degree,rural,white,1,23500
CO,62,female,married,college_degree,rural,white,1,60000
CO,70,male,married,no_degree,rural,white,1,52800
CO,25,male,unmarried,college_degree,rural,white,1,45000
CT,52,male,married,college_degree,urban,white,1,230000
CT,56,female,unmarried,college_degree,urban,white,1,60000
CT,38,male,married,college_degree,urban,white,1,120000
CT,57,male,married,college_degree,urban,white,1,52000
CT,45,male,married,college_degree,urban,white,1,250000
CT,52,male,unmarried,no_degree,urban,white,1,60000
CT,59,male,married,college_degree,urban,white,1,40000
CT,64,male,married,no_degree,urban,white,1,31050
CT,54,female,married,college_degree,urban,black,1,51080
CT,26,male,unmarried,college_degree,urban,white,1,45000
CT,26,female,unmarried,no_degree,urban,white,1,20000
CT,66,male,married,college_degree,urban,white,1,120000
CT,25,female,married,college_degree,urban,white,1,63000
CT,30,male,unmarried,college_degree,urban,white,1,72000
CT,33,male,unmarried,no_degree,urban,white,1,28000
CT,52,female,married,no_degree,urban,white,1,75000
CT,32,female,unmarried,no_degree,urban,white,1,35000
CT,48,male,married,no_degree,urban,white,1,40000
CT,38,male,married,college_degree,urban,asian,0,283800
CT,55,male,married,no_degree,urban,white,1,70000
CT,28,female,unmarried,no_degree,urban,white,1,9400
CT,44,female,unmarried,college_degree,urban,white,1,39600
CT,49,male,married,no_degree,urban,NA,0,27000
CT,29,male,unmarried,no_degree,urban,white,1,11900
CT,53,male,married,college_degree,urban,white,1,75000
CT,51,female,married,no_degree,urban,white,1,53000
CT,49,female,married,college_degree,urban,white,1,130000
CT,69,male,unmarried,no_degree,urban,white,1,94200
CT,48,female,married,no_degree,urban,white,1,56000
CT,64,male,married,college_degree,urban,white,1,740000
CT,64,female,married,no_degree,urban,white,1,32000
CT,65,male,married,no_degree,urban,white,1,45000
CT,41,female,married,college_degree,urban,white,1,75200
CT,41,female,married,no_degree,urban,white,1,20000
CT,56,male,unmarried,college_degree,urban,white,1,260000
CT,49,female,unmarried,no_degree,urban,white,1,56000
CT,55,male,married,no_degree,urban,white,1,39000
CT,29,female,unmarried,no_degree,urban,white,1,11000
CT,42,male,unmarried,no_degree,urban,white,1,85000
CT,37,female,married,no_degree,urban,white,1,20000
CT,44,male,married,college_degree,urban,white,1,710000
CT,70,male,married,no_degree,urban,white,1,34600
CT,34,female,married,no_degree,urban,black,1,18100
CT,36,male,married,college_degree,urban,asian,0,85900
CT,49,female,married,no_degree,urban,white,1,200000
CT,70,female,married,no_degree,urban,white,1,68500
CT,25,female,unmarried,no_degree,urban,white,1,15500
CT,68,female,married,no_degree,urban,white,1,20299.999999999996
CT,34,male,married,college_degree,urban,NA,0,108000
CT,48,female,unmarried,college_degree,urban,white,1,63000
CT,52,male,unmarried,college_degree,urban,NA,1,20700
CT,31,female,unmarried,no_degree,urban,black,1,3200
CT,35,male,married,college_degree,urban,white,1,79000
CT,29,female,unmarried,no_degree,urban,NA,1,14000
CT,69,male,married,no_degree,urban,white,1,69200
CT,55,female,married,college_degree,urban,white,1,50000
CT,60,male,married,college_degree,urban,white,1,70000
CT,53,male,married,no_degree,urban,white,1,125000
CT,39,female,unmarried,college_degree,urban,white,1,68000
CT,47,male,married,no_degree,urban,white,1,121120
CT,24,male,unmarried,no_degree,urban,white,1,31000
CT,32,male,unmarried,college_degree,urban,white,1,52000
CT,56,male,married,college_degree,urban,white,1,718500
CT,57,male,married,no_degree,urban,white,1,4400
CT,48,male,unmarried,college_degree,urban,white,1,140000
CT,60,female,unmarried,no_degree,urban,white,1,60000
CT,37,female,married,no_degree,urban,black,1,6000
CT,28,male,married,no_degree,urban,white,1,45000
CT,52,female,married,college_degree,urban,asian,0,160000
CT,62,female,unmarried,college_degree,urban,white,1,97800
CT,52,female,married,no_degree,urban,white,1,45000
CT,48,female,married,no_degree,urban,white,0,2440
CT,45,male,unmarried,college_degree,urban,white,1,50000
CT,62,male,married,college_degree,urban,white,1,242399.99999999997
CT,50,female,married,no_degree,urban,white,1,10000
CT,63,male,married,college_degree,urban,asian,1,50000
CT,67,male,unmarried,college_degree,urban,white,1,143700
CT,55,female,unmarried,college_degree,urban,white,1,89000
CT,54,female,unmarried,college_degree,urban,white,1,301000
CT,62,male,married,no_degree,urban,white,1,270000
CT,25,male,unmarried,no_degree,urban,white,1,22000
CT,43,female,unmarried,no_degree,urban,black,1,42200
CT,26,female,unmarried,college_degree,urban,white,1,24000
CT,50,male,married,college_degree,urban,white,1,300000
CT,64,male,married,no_degree,urban,asian,1,45000
CT,33,female,married,college_degree,urban,white,1,45000
CT,51,female,married,no_degree,urban,white,1,27000
CT,33,female,unmarried,college_degree,urban,white,1,45000
CT,25,female,unmarried,college_degree,urban,white,1,50000
CT,61,female,married,no_degree,urban,white,1,95000
CT,51,female,unmarried,college_degree,urban,white,1,59000
CT,44,male,unmarried,no_degree,urban,white,1,105000
CT,39,male,unmarried,college_degree,urban,white,1,52000
CT,74,female,married,no_degree,urban,white,1,44000
DE,33,female,married,college_degree,urban,white,1,97000
DE,32,female,unmarried,college_degree,urban,black,1,17000
DE,67,female,unmarried,no_degree,urban,white,1,75720
DE,24,female,unmarried,college_degree,urban,white,1,35954
DE,26,female,unmarried,no_degree,urban,white,1,8500
DE,41,male,married,college_degree,urban,white,0,85000
DE,39,female,unmarried,no_degree,urban,white,1,25000
DE,54,female,married,no_degree,urban,white,1,50000
DE,74,male,married,no_degree,urban,white,1,61200
DE,65,male,married,no_degree,urban,white,1,20000
DE,38,male,married,no_degree,urban,white,1,84000
DE,42,male,married,college_degree,urban,asian,0,92000
DE,43,female,married,college_degree,urban,white,1,66000
DE,57,female,married,no_degree,urban,white,1,36100
DE,30,female,unmarried,college_degree,urban,white,1,43000
DE,32,male,married,no_degree,urban,white,1,50000
DE,53,female,unmarried,no_degree,urban,white,1,4000
DE,30,female,married,college_degree,urban,white,1,140000
DE,50,male,married,college_degree,urban,white,1,66000
DE,36,female,unmarried,no_degree,urban,NA,1,35000
DE,48,male,unmarried,no_degree,urban,white,1,55000
DE,62,male,married,no_degree,urban,white,1,20000
DE,63,female,married,no_degree,urban,white,1,40599.99999999999
DC,57,female,unmarried,college_degree,urban,white,1,750
DC,26,male,unmarried,no_degree,urban,black,1,25000
DC,59,female,married,no_degree,urban,black,1,12000
DC,63,male,married,college_degree,urban,white,1,425000
DC,53,male,unmarried,college_degree,urban,white,1,130000
DC,52,female,married,college_degree,urban,black,1,714000
DC,35,male,unmarried,college_degree,urban,asian,1,70000
DC,39,male,unmarried,college_degree,urban,white,1,200000
DC,43,male,unmarried,college_degree,urban,white,1,120000
DC,34,female,married,college_degree,urban,white,1,82000
DC,37,male,unmarried,college_degree,urban,black,1,90000
DC,48,male,unmarried,college_degree,urban,white,1,109000
DC,45,female,unmarried,college_degree,urban,white,1,714000
DC,31,male,unmarried,no_degree,urban,black,1,50000
DC,54,male,married,no_degree,urban,NA,0,46000
DC,70,female,unmarried,college_degree,urban,black,1,71690
DC,74,male,unmarried,no_degree,urban,NA,0,174000
FL,32,male,married,college_degree,urban,white,1,41500
FL,28,female,unmarried,no_degree,urban,white,1,30000
FL,53,male,married,no_degree,urban,asian,1,20200
FL,24,male,unmarried,college_degree,urban,white,0,25000
FL,61,female,married,no_degree,urban,white,1,90000
FL,25,female,married,no_degree,urban,white,1,31000
FL,73,female,unmarried,no_degree,urban,black,1,14200
FL,50,female,unmarried,no_degree,urban,white,1,30000
FL,66,female,unmarried,no_degree,urban,white,1,20000
FL,39,male,unmarried,no_degree,urban,white,0,14100
FL,36,female,unmarried,no_degree,urban,NA,0,35000
FL,37,male,married,no_degree,urban,white,0,26000
FL,35,male,unmarried,no_degree,urban,white,1,12000
FL,49,male,married,no_degree,rural,white,1,90000
FL,62,male,married,no_degree,urban,white,1,90000
FL,44,female,married,no_degree,rural,black,0,3100
FL,38,male,married,no_degree,urban,white,0,40000
FL,52,female,married,no_degree,urban,NA,0,15000
FL,50,female,unmarried,no_degree,urban,white,1,10100
FL,39,female,married,college_degree,urban,black,0,30000
FL,56,male,unmarried,college_degree,urban,white,1,30000
FL,30,male,married,no_degree,urban,white,1,38000
FL,49,female,unmarried,no_degree,urban,white,1,80000
FL,64,female,married,college_degree,urban,white,1,150000
FL,56,male,married,no_degree,urban,white,0,16000
FL,56,male,unmarried,no_degree,rural,black,1,34150
FL,63,male,married,no_degree,urban,white,1,150000
FL,34,female,unmarried,no_degree,rural,white,1,30000
FL,47,male,married,college_degree,urban,asian,1,431000
FL,56,male,married,no_degree,urban,white,0,18200
FL,29,female,unmarried,college_degree,rural,white,1,32500
FL,56,male,married,college_degree,urban,white,1,466000
FL,40,male,married,college_degree,urban,white,1,208700
FL,31,female,married,college_degree,urban,white,1,30500
FL,28,female,unmarried,no_degree,urban,white,1,30000
FL,43,male,married,college_degree,urban,white,1,476460
FL,65,female,unmarried,no_degree,urban,black,1,37100
FL,27,female,unmarried,no_degree,urban,white,1,32000
FL,44,male,unmarried,college_degree,urban,white,1,62600
FL,28,male,married,no_degree,urban,white,1,14000
FL,28,male,unmarried,college_degree,urban,white,0,13000
FL,32,male,unmarried,no_degree,rural,white,1,99000
FL,54,female,unmarried,college_degree,rural,white,1,30000
FL,61,female,married,no_degree,urban,white,1,48600
FL,51,male,married,no_degree,rural,white,0,14400
FL,51,female,married,no_degree,rural,white,1,45000
FL,46,female,married,college_degree,rural,white,1,115000
FL,42,female,unmarried,college_degree,rural,white,1,50000
FL,35,male,married,no_degree,urban,white,1,96000
FL,39,male,unmarried,no_degree,urban,NA,0,40000
FL,30,female,married,no_degree,urban,white,1,45000
FL,60,male,married,college_degree,urban,white,1,42100
FL,46,female,unmarried,no_degree,urban,asian,0,42009.99999999999
FL,47,male,unmarried,no_degree,rural,white,1,38000
FL,63,male,married,college_degree,rural,white,1,12000
FL,65,male,married,no_degree,urban,white,1,62000
FL,54,female,unmarried,no_degree,rural,white,1,17500
FL,60,male,married,college_degree,urban,white,1,220000
FL,37,male,married,no_degree,urban,white,1,10200
FL,28,male,unmarried,college_degree,urban,white,1,260000
FL,28,female,unmarried,college_degree,urban,white,1,42000
FL,44,male,unmarried,no_degree,rural,white,1,38200
FL,33,male,married,college_degree,urban,white,1,30000
FL,53,male,married,no_degree,urban,white,1,53000
FL,45,male,married,college_degree,urban,white,1,150000
FL,39,female,unmarried,no_degree,urban,white,1,65700
FL,27,male,unmarried,no_degree,rural,white,1,5000
FL,30,male,unmarried,no_degree,rural,black,1,600
FL,51,female,married,no_degree,rural,white,1,30000
FL,61,female,married,no_degree,urban,asian,1,22000
FL,33,male,married,college_degree,urban,white,0,72000
FL,60,female,unmarried,no_degree,urban,black,1,17700
FL,57,male,unmarried,no_degree,urban,white,1,27200.000000000004
FL,37,male,married,college_degree,rural,white,1,180000
FL,55,female,married,no_degree,urban,white,1,116000
FL,53,female,married,no_degree,urban,white,1,30000
FL,31,female,unmarried,no_degree,rural,white,1,48000
FL,40,female,unmarried,college_degree,urban,white,0,8000
FL,52,female,married,no_degree,rural,white,0,29000
FL,48,male,married,no_degree,urban,white,1,28000
FL,55,male,married,college_degree,urban,white,1,24000
FL,34,male,unmarried,college_degree,urban,black,1,27000
FL,55,female,unmarried,no_degree,urban,white,1,50000
FL,56,female,married,no_degree,urban,white,1,31600
FL,43,male,married,no_degree,urban,black,1,41600
FL,48,male,married,college_degree,urban,white,1,66000
FL,53,female,married,college_degree,urban,white,1,90000
FL,33,male,married,college_degree,urban,asian,0,150000
FL,25,female,unmarried,no_degree,urban,white,1,32000
FL,24,male,unmarried,no_degree,urban,white,1,20800
FL,62,female,married,no_degree,urban,white,1,4600
FL,50,male,married,no_degree,rural,white,0,40000
FL,36,female,married,college_degree,urban,white,1,5000
FL,78,male,unmarried,college_degree,urban,white,1,61000
FL,58,male,unmarried,college_degree,urban,white,1,130200
FL,60,male,married,college_degree,urban,white,1,120000
FL,61,female,unmarried,college_degree,urban,black,1,20000
FL,53,male,married,no_degree,rural,white,1,9000
FL,27,female,unmarried,college_degree,urban,white,1,3000
FL,59,male,unmarried,no_degree,urban,white,1,60000
FL,42,female,unmarried,college_degree,urban,white,1,58000
FL,48,female,married,no_degree,urban,white,1,65000
FL,29,male,unmarried,college_degree,urban,white,1,20000
FL,39,male,unmarried,no_degree,rural,white,1,18000
FL,49,male,married,college_degree,urban,white,1,60000
FL,27,male,married,college_degree,urban,white,1,43000
FL,48,male,married,no_degree,urban,black,1,50000
FL,49,female,married,college_degree,urban,white,1,40000
FL,60,female,unmarried,no_degree,urban,white,1,8510
FL,58,female,unmarried,no_degree,urban,white,1,57000
FL,43,male,married,no_degree,urban,white,1,56000
FL,73,female,unmarried,college_degree,urban,white,1,41700
FL,36,male,married,college_degree,urban,white,1,42000
FL,48,female,married,college_degree,urban,white,1,170000
FL,40,male,married,no_degree,rural,NA,1,5000
FL,40,male,married,college_degree,urban,white,1,26600
FL,31,female,married,no_degree,rural,white,1,15000
FL,37,female,married,no_degree,urban,white,1,41500
FL,27,female,unmarried,no_degree,rural,white,1,13100
FL,49,female,married,no_degree,urban,white,1,80000
FL,60,female,unmarried,no_degree,urban,white,1,75000
FL,51,female,married,college_degree,rural,white,1,130000
FL,43,male,married,no_degree,rural,NA,1,60000
FL,56,female,unmarried,no_degree,urban,black,1,38000
FL,48,male,married,no_degree,urban,white,1,65000
FL,30,male,unmarried,no_degree,urban,white,1,4500
FL,36,female,married,no_degree,rural,white,0,14000
FL,38,male,married,no_degree,urban,white,1,80000
FL,54,female,unmarried,no_degree,urban,black,1,24000
FL,53,male,married,no_degree,urban,asian,1,125300
FL,28,female,married,no_degree,urban,white,1,15000
FL,43,female,unmarried,no_degree,urban,white,1,21000
FL,57,female,married,no_degree,urban,white,1,77300
FL,47,male,married,no_degree,rural,black,1,52000
FL,58,male,unmarried,no_degree,urban,black,1,50000
FL,43,female,married,college_degree,urban,white,1,98000
FL,60,female,married,no_degree,urban,white,1,32000
FL,64,male,married,no_degree,urban,white,1,63000
FL,33,female,married,college_degree,urban,white,1,3000
FL,25,male,married,no_degree,rural,white,1,45000
FL,58,male,married,college_degree,urban,white,1,152000
FL,47,female,married,college_degree,urban,white,1,23000
FL,46,female,married,college_degree,urban,white,1,50000
FL,45,female,unmarried,no_degree,urban,white,1,82000
FL,28,male,married,college_degree,urban,white,1,38000
FL,37,male,married,no_degree,urban,white,1,17000
FL,39,male,married,no_degree,urban,black,0,29200
FL,45,female,unmarried,no_degree,urban,NA,1,20000
FL,66,male,unmarried,college_degree,urban,white,1,72000
FL,35,female,married,college_degree,urban,white,1,34200
FL,41,female,married,college_degree,urban,black,1,40000
FL,31,male,unmarried,no_degree,rural,white,0,24000
FL,25,female,unmarried,no_degree,rural,white,1,7900
FL,38,female,married,college_degree,urban,white,1,22000
FL,60,female,unmarried,no_degree,rural,white,1,50000
FL,71,male,married,no_degree,urban,white,1,49000
FL,30,male,married,college_degree,urban,white,1,91000
FL,24,female,unmarried,no_degree,rural,white,1,7000
FL,36,female,married,no_degree,urban,white,1,34000
FL,31,male,unmarried,no_degree,urban,white,1,25000
FL,46,female,married,no_degree,rural,white,1,18500
FL,48,male,married,no_degree,urban,white,1,52000
FL,41,male,married,college_degree,rural,white,0,55000
FL,57,male,married,college_degree,rural,white,1,75000
FL,24,female,married,college_degree,urban,white,1,26000
FL,68,female,married,no_degree,urban,white,1,67900
FL,65,female,married,no_degree,urban,white,1,23000
FL,46,male,married,no_degree,urban,white,1,31500
FL,66,male,unmarried,no_degree,urban,black,0,16000
FL,39,male,married,no_degree,urban,white,0,2500
FL,66,male,married,college_degree,urban,white,1,85600
FL,50,female,married,no_degree,rural,white,1,20800
FL,45,male,married,no_degree,urban,black,1,35000
FL,28,male,unmarried,no_degree,rural,black,0,7000
FL,56,male,unmarried,no_degree,urban,white,1,62000
FL,48,female,unmarried,college_degree,rural,white,1,26000
FL,53,female,married,no_degree,urban,white,1,23800
FL,48,male,married,no_degree,urban,white,1,28000
FL,40,male,married,no_degree,urban,black,1,36000
FL,46,female,married,no_degree,urban,white,1,125000
FL,45,female,married,no_degree,urban,white,1,65000
FL,44,female,unmarried,college_degree,urban,white,1,50000
FL,61,male,married,college_degree,urban,white,1,429000
FL,36,female,married,no_degree,urban,white,1,80000
FL,43,female,unmarried,no_degree,urban,white,1,32000
FL,75,female,unmarried,college_degree,urban,white,1,131400
FL,60,male,unmarried,no_degree,urban,black,1,70000
FL,50,male,married,college_degree,urban,white,1,33000
FL,54,female,unmarried,no_degree,rural,white,1,16800
FL,60,male,married,no_degree,rural,white,1,35000
FL,39,female,married,no_degree,urban,asian,1,78100
FL,48,female,married,no_degree,rural,white,1,30000
FL,65,male,unmarried,no_degree,urban,white,1,87500
FL,81,male,married,no_degree,rural,white,1,18040
FL,46,female,married,college_degree,rural,white,1,125000
FL,47,male,unmarried,no_degree,urban,white,1,13899.999999999998
FL,30,female,married,no_degree,urban,white,1,35000
FL,38,male,unmarried,college_degree,urban,white,1,72000
FL,74,female,unmarried,no_degree,urban,white,1,45710
FL,26,female,married,college_degree,urban,white,1,40000
FL,41,male,unmarried,no_degree,urban,white,1,57500
FL,34,female,married,no_degree,urban,black,1,2500
FL,55,male,married,college_degree,urban,white,1,100000
FL,57,male,unmarried,no_degree,urban,white,1,38000
FL,54,male,married,no_degree,urban,white,1,87200
FL,24,female,unmarried,no_degree,urban,white,1,17000
FL,26,female,married,no_degree,urban,asian,0,1500
FL,45,female,married,no_degree,urban,white,1,29200
FL,42,male,married,college_degree,urban,white,1,38000
FL,32,female,married,college_degree,rural,white,0,25000
FL,38,male,married,college_degree,urban,asian,0,22000
FL,48,female,married,no_degree,urban,white,1,80200
FL,43,female,married,no_degree,urban,black,1,49500
FL,55,female,unmarried,no_degree,urban,white,1,30000
FL,54,male,married,no_degree,rural,white,1,4000
FL,77,female,married,no_degree,rural,white,1,64000
FL,59,male,married,college_degree,rural,white,1,175000
FL,58,female,married,college_degree,urban,white,1,19700
FL,55,female,married,no_degree,urban,white,0,13000
FL,36,male,married,college_degree,rural,white,1,466000
FL,56,female,unmarried,no_degree,urban,white,1,35800
FL,55,male,married,college_degree,rural,white,1,135000
FL,58,male,married,no_degree,urban,white,1,10000
FL,30,male,married,college_degree,urban,white,1,50000
FL,25,male,unmarried,no_degree,rural,white,1,28600
FL,61,female,married,college_degree,rural,white,1,17200
FL,56,female,unmarried,no_degree,urban,black,1,77600
FL,49,male,married,no_degree,urban,white,0,35000
FL,50,male,unmarried,no_degree,rural,black,1,64000
FL,35,male,unmarried,no_degree,rural,white,1,26000
FL,56,male,married,college_degree,rural,white,1,90000
FL,51,male,married,no_degree,rural,black,0,8000
FL,52,male,unmarried,no_degree,urban,white,1,47000
FL,42,male,married,college_degree,urban,black,0,78000
FL,60,male,married,college_degree,urban,white,1,106600
FL,39,female,unmarried,college_degree,urban,white,1,74000
FL,58,female,married,no_degree,urban,asian,1,16000
FL,59,male,married,no_degree,urban,white,1,88000
FL,45,male,married,college_degree,urban,white,1,56600
FL,29,female,unmarried,college_degree,urban,asian,0,23500
FL,29,male,married,no_degree,urban,white,1,56000
FL,26,male,unmarried,college_degree,urban,white,1,63000
FL,28,female,unmarried,no_degree,rural,white,1,35000
FL,44,male,married,no_degree,urban,white,1,20000
FL,71,male,married,college_degree,urban,white,1,52900
FL,47,female,married,college_degree,rural,white,0,72000
FL,53,female,unmarried,no_degree,rural,white,1,14000
FL,58,female,unmarried,college_degree,urban,white,1,150000
FL,27,female,unmarried,college_degree,urban,white,1,50000
FL,46,female,married,college_degree,rural,asian,0,40000
FL,29,female,married,college_degree,urban,white,1,6000
FL,48,male,unmarried,college_degree,rural,asian,0,75000
FL,56,male,married,no_degree,urban,white,1,68500
FL,60,female,married,no_degree,urban,white,1,429000
FL,66,female,married,no_degree,rural,white,1,50000
FL,57,male,married,college_degree,urban,white,1,64000
FL,65,female,unmarried,no_degree,urban,white,1,7500
FL,34,female,married,college_degree,urban,white,1,53000
FL,52,female,married,college_degree,urban,black,1,51000
FL,60,female,married,no_degree,urban,black,1,64000
FL,48,female,unmarried,college_degree,urban,white,1,310300
FL,66,male,unmarried,no_degree,rural,white,1,39800
FL,51,male,married,college_degree,urban,white,1,80000
FL,28,male,unmarried,no_degree,urban,white,1,27000
FL,43,male,married,college_degree,urban,black,1,40000
FL,25,female,unmarried,no_degree,urban,white,1,24000
FL,69,female,married,no_degree,rural,white,1,21000
FL,39,female,unmarried,no_degree,urban,NA,1,50000
FL,56,female,unmarried,no_degree,urban,white,1,75000
FL,34,female,married,college_degree,urban,white,1,100000
FL,45,female,unmarried,no_degree,urban,white,1,29000
FL,61,female,married,no_degree,urban,white,1,40000
FL,63,female,married,no_degree,rural,NA,1,50000
FL,51,female,married,no_degree,urban,white,1,35000
FL,33,male,unmarried,no_degree,rural,white,1,90000
FL,46,male,married,no_degree,rural,white,1,102000
FL,68,male,married,no_degree,urban,white,1,78000
FL,46,male,married,no_degree,urban,white,1,38000
FL,66,female,unmarried,college_degree,urban,white,1,7300
FL,42,male,married,no_degree,urban,white,0,33000
FL,26,male,unmarried,no_degree,urban,white,1,36000
FL,55,female,married,no_degree,urban,white,1,22500
FL,35,female,married,college_degree,urban,white,1,15000
FL,64,female,married,college_degree,urban,white,1,61000
FL,66,female,married,college_degree,urban,white,1,50000
FL,41,female,unmarried,college_degree,rural,black,1,20000
FL,34,male,unmarried,no_degree,urban,white,1,28000
FL,25,male,unmarried,no_degree,rural,white,1,4800
FL,32,female,unmarried,college_degree,urban,white,1,1600
FL,46,female,married,college_degree,urban,white,1,40000
FL,31,male,unmarried,no_degree,urban,black,1,20000
FL,62,female,unmarried,no_degree,urban,white,1,23400
FL,26,female,unmarried,no_degree,urban,black,1,24000
FL,55,female,married,college_degree,urban,white,1,50000
FL,39,female,unmarried,no_degree,urban,NA,1,28000
FL,40,female,married,college_degree,urban,white,1,85000
FL,62,female,married,college_degree,urban,white,1,30000
FL,63,male,married,no_degree,urban,white,1,42000
FL,38,male,unmarried,college_degree,urban,NA,1,22000
FL,65,female,unmarried,college_degree,urban,black,1,40000
FL,30,female,unmarried,college_degree,urban,white,1,23800
FL,55,female,married,no_degree,urban,white,1,24000
FL,62,male,married,college_degree,urban,asian,1,62000
FL,44,male,unmarried,college_degree,urban,white,1,72000
FL,75,male,married,college_degree,rural,white,1,82000
FL,38,male,unmarried,no_degree,urban,white,1,466000
FL,36,male,married,college_degree,urban,white,1,90000
FL,60,male,married,college_degree,urban,white,1,100000
FL,40,female,married,no_degree,urban,white,1,45000
FL,64,male,married,no_degree,urban,white,1,38000
FL,53,female,married,no_degree,urban,white,1,65000
FL,25,female,married,no_degree,urban,white,0,17000
FL,66,female,unmarried,no_degree,urban,white,1,51400
FL,46,male,married,no_degree,rural,white,0,30000
FL,60,male,married,no_degree,rural,white,1,32000
FL,58,female,unmarried,college_degree,rural,white,0,30000
FL,35,female,unmarried,no_degree,rural,white,1,45000
FL,44,female,unmarried,no_degree,urban,white,1,54000
FL,51,female,married,college_degree,urban,white,1,5000
FL,32,female,married,college_degree,urban,white,1,110000
FL,59,male,married,no_degree,urban,white,1,32000
FL,43,male,married,college_degree,urban,white,1,145000
FL,45,male,married,no_degree,urban,white,1,429000
FL,39,female,married,college_degree,urban,white,1,65000
FL,62,male,married,college_degree,urban,white,1,250000
FL,44,female,unmarried,no_degree,urban,white,1,68000
FL,63,female,unmarried,no_degree,urban,black,1,80000
FL,64,male,unmarried,no_degree,urban,white,1,45000
FL,43,male,married,no_degree,urban,white,1,66000
FL,34,male,married,college_degree,urban,white,1,98000
FL,38,male,unmarried,college_degree,rural,white,1,20400
FL,67,male,married,no_degree,urban,white,1,21300
FL,42,male,unmarried,college_degree,urban,white,1,28000
FL,28,female,unmarried,no_degree,rural,white,1,30000
FL,38,female,unmarried,no_degree,rural,white,0,12000
FL,51,male,married,college_degree,urban,white,1,65000
FL,71,female,married,no_degree,urban,white,1,40000
FL,56,male,married,college_degree,rural,white,1,185000
FL,35,female,unmarried,no_degree,urban,white,0,45199.99999999999
FL,73,female,married,no_degree,rural,NA,1,20000
FL,54,male,married,no_degree,rural,white,1,54000
FL,56,male,married,no_degree,urban,black,0,24000
FL,27,male,unmarried,college_degree,urban,asian,0,65000
FL,65,female,unmarried,no_degree,urban,white,1,21800
FL,29,male,married,no_degree,urban,white,1,30000
FL,30,female,married,college_degree,urban,black,1,40000
FL,62,male,married,no_degree,urban,white,1,69700
FL,44,male,married,college_degree,rural,white,1,45000
FL,41,male,unmarried,no_degree,rural,black,1,70000
FL,36,female,unmarried,college_degree,rural,black,1,21000
FL,58,female,married,no_degree,urban,white,1,25000
FL,38,male,unmarried,college_degree,rural,white,1,102000
FL,45,female,unmarried,no_degree,urban,white,1,56000
FL,50,female,married,college_degree,urban,white,1,72200
FL,56,male,married,college_degree,urban,white,1,72700
FL,49,male,married,college_degree,rural,white,1,180000
FL,30,female,unmarried,no_degree,rural,black,1,15500
FL,49,male,married,college_degree,rural,white,1,488600
FL,30,female,unmarried,no_degree,rural,black,1,25190
FL,65,female,married,no_degree,rural,black,1,24000
FL,44,female,married,no_degree,urban,white,1,35000
FL,53,female,married,no_degree,urban,white,1,25700
FL,40,male,unmarried,no_degree,urban,black,1,40000
FL,65,male,unmarried,no_degree,urban,white,1,88000
FL,24,male,married,college_degree,urban,white,1,65000
FL,32,female,unmarried,no_degree,rural,NA,1,1000
FL,60,male,married,no_degree,urban,white,1,50000
FL,58,male,married,no_degree,urban,white,1,50000
FL,60,male,married,no_degree,urban,white,1,60000
FL,78,female,married,no_degree,rural,white,1,25099.999999999996
FL,59,male,unmarried,college_degree,urban,white,1,165000
FL,28,male,unmarried,no_degree,urban,white,1,37000
FL,24,male,unmarried,college_degree,urban,white,1,8000
FL,35,male,married,no_degree,urban,white,0,12000
FL,47,female,married,no_degree,rural,white,1,30000
FL,30,male,married,college_degree,urban,asian,0,6000
FL,63,female,unmarried,college_degree,rural,white,1,12180
FL,33,female,married,no_degree,urban,black,1,38000
FL,47,female,married,college_degree,urban,asian,1,74000
FL,31,male,unmarried,no_degree,urban,white,1,37000
FL,40,male,unmarried,no_degree,urban,white,1,12000
FL,35,male,unmarried,no_degree,rural,white,1,12000
FL,60,female,married,college_degree,urban,white,1,36000
FL,71,male,married,no_degree,urban,white,1,197000
FL,54,male,unmarried,no_degree,urban,white,0,11000
FL,26,male,unmarried,college_degree,rural,white,1,84100
FL,46,female,married,college_degree,rural,white,0,9000
FL,37,male,married,college_degree,rural,white,1,40300
FL,26,female,unmarried,no_degree,rural,black,1,13100
FL,53,female,married,no_degree,urban,white,1,6000
FL,35,male,unmarried,no_degree,urban,white,1,40000
FL,40,female,unmarried,college_degree,urban,NA,1,35000
FL,34,male,unmarried,no_degree,urban,white,1,30000
FL,41,male,unmarried,no_degree,urban,black,1,26700
FL,47,male,unmarried,no_degree,rural,white,0,24000
FL,25,male,unmarried,no_degree,urban,black,1,43600
FL,62,female,unmarried,no_degree,urban,white,1,48000
FL,43,female,married,no_degree,urban,white,1,51700
FL,39,male,married,college_degree,urban,white,0,28000
FL,44,male,married,college_degree,rural,white,1,105800
FL,50,female,unmarried,college_degree,urban,black,1,4300
FL,27,male,married,no_degree,urban,white,1,65000
FL,67,male,married,college_degree,urban,white,1,79600
FL,89,male,married,no_degree,rural,white,1,59600
